LABEL	texte
1	"L’Oeil du Maître Un cerf s’étant sauvé dans une étable à bœufs Fut d’abord averti par eux Qu’il cherchât un meilleur asile. « Mes frères, leur dit-il, ne me décelez pas : Je vous enseignerai les pâtis les plus gras ; Ce service vous peut quelque jour être utile, Et vous n’en aurez point regret. » Les Bœufs à toutes fins promirent le secret. Il se cache en un coin, respire, et prend courage. Sur le soir on apporte herbe fraîche et fourrage Comme l’on faisait tous les jours. L’on va, l’on vient, les valets font cent tours. L’intendant même ; et pas un d’aventure N’aperçut ni corps, ni ramure, Ni cerf enfin. L’habitant des forêts Rend déjà grâce aux Bœufs, attend dans cette étable Que chacun retournant au travail de Cérès, Il trouve pour sortir un moment favorable. L’un des Bœufs ruminant lui dit : « Cela va bien ; 172 Mais quoi ! l’homme aux cent yeux n’a pas fait sa revue. Je crains fort pour toi sa venue. Jusque-là, pauvre Cerf, ne te vante de rien. » Là-dessus le maître entre et vient faire sa ronde. « Qu’est ceci ? dit-il à son monde. Je trouve bien peu d’herbe en tous ces râteliers. Cette litière est vieille : allez vite aux greniers ; Je veux voir désormais vos bêtes mieux soignées. Que coûte-t-il d’ôter toutes ces araignées ? Ne saurait-on ranger ces jougs et ces colliers ? » En regardant à tout, il voit une autre tête Que celles qu’il voyait d’ordinaire en ce lieu. Le cerf est reconnu ; chacun prend un épieu ; Chacun donne un coup à la bête. Ses larmes ne sauraient la sauver du trépas. On l’emporte, on la sale, on en fait maint repas, Dont maint voisin s’éjouit d’être. Phèdre sur ce sujet dit fort élégamment : « Il n’est, pour voir, que l’œil du maître. » Quant à moi, j’y mettrais encore l’œil de l’amant. 173 "
1	"L’Ours et les deux compagnons Deux compagnons pressés d’argent, À leur voisin fourreur vendirent La peau d’un Ours encore vivant, Mais qu’ils tueraient bientôt ; du moins à ce qu’ils dirent. C’était le roi des Ours au compte de ces gens. Le marchand à sa peau devait faire fortune ; Elle garantirait des froids les plus cuisants ; On en pourrait fourrer plutôt deux robes qu’une. Dindenaut prisait moins ses moutons qu’eux leur ours : Leur, à leur compte, et non à celui de la bête. S’offrant de la livrer au plus tard dans deux jours, Ils conviennent de prix, et se mettent en quête, Trouvent l’Ours qui s’avance et vient vers eux au trot. Voilà mes gens frappés comme d’un coup de foudre. Le marché ne tint pas ; il fallut le résoudre : D’intérêts contre l’Ours, on n’en dit pas un mot. L’un des deux compagnons grimpe au faîte d’un arbre ; L’autre, plus froid que n’est un marbre, Se couche sur le nez, fait le mort, tient son vent, 37 Ayant quelque part ouï dire Que l’ours s’acharne peu souvent Sur un corps qui ne vit, ne meut, ni ne respire. Seigneur Ours, comme un sot, donna dans ce panneau : Il voit ce corps gisant, le croit privé de vie, Et, de peur de supercherie, Le tourne, le retourne, approche son museau, Flaire aux passages de l’haleine. « C’est, dit-il, un cadavre, ôtons-nous, car il sent. » À ces mots, l’Ours s’en va dans la forêt prochaine. L’un de nos deux marchands de son arbre descend, Court à son compagnon, lui dit que c’est merveille Qu’il n’ait eu seulement que la peur pour tout mal. « Eh bien, ajouta-t-il, la peau de l’animal ? Mais que t’a-t-il dit à l’oreille ? Car il s’approchait de bien près, Te retournant avec sa serre. – Il m’a dit qu’il ne faut jamais Vendre la peau de l’ours qu’on ne l’ait mis par terre. » 38 "
0	"Le Loup et le Chien Un Loup n’avait que les os et la peau, Tant les chiens faisaient bonne garde. Ce Loup rencontre un Dogue aussi puissant que beau, Gras, poli, qui s’était fourvoyé par mégarde. L’attaquer, le mettre en quartiers, Sire Loup l’eût fait volontiers ; Mais il fallait livrer bataille, Et le mâtin était de taille À se défendre hardiment. Le Loup donc, l’aborde humblement, Entre en propos, et lui fait compliment Sur son embonpoint, qu’il admire. « Il ne tiendra qu’à vous, beau sire, D’être aussi gras que moi, lui répartit le Chien. Quittez les bois, vous ferez bien : Vos pareils y sont misérables, Cancres, hères, et pauvres diables, Dont la condition est de mourir de faim. Car, quoi ? rien d’assuré ; point de franche lippée ; Tout à la pointe de l’épée. 10 Suivez-moi, vous aurez un bien meilleur destin. » Le Loup reprit : « Que me faudra-t-il faire ? – Presque rien, dit le Chien : donner la chasse aux gens Portant bâtons, et mendiants ; Flatter ceux du logis, à son maître complaire : Moyennant quoi votre salaire Sera force reliefs de toutes les façons : Os de poulets, os de pigeons, Sans parler de mainte caresse. » Le Loup déjà se forge une félicité Qui le fait pleurer de tendresse. Chemin faisant, il vit le cou du Chien pelé. « Qu’est-ce là ? lui dit-il. – Rien. – Quoi ? rien ? – Peu de chose. – Mais encore ? – Le collier dont je suis attaché De ce que vous voyez est peut-être la cause. – Attaché ? dit le Loup : vous ne courez donc pas Où vous voulez ? – Pas toujours ; mais qu’importe ? – Il importe si bien, que de tous vos repas Je ne veux en aucune sorte, Et ne voudrais pas même à ce prix un trésor. » Cela dit, maître Loup s’enfuit, et court encore. 11 "
1	"Les Femmes et le Secret Rien ne pèse tant qu’un secret ; Le porter loin est difficile aux dames ; Et je sais même sur ce fait Bon nombre d’hommes qui sont femmes. Pour éprouver la sienne un mari s’écria, La nuit, étant près d’elle : « Ô Dieux ! qu’est-ce cela ? Je n’en puis plus ; on me déchire ; Quoi j’accouche d’un œuf ! – D’un œuf ? – Oui, le voilà, Frais et nouveau pondu : gardez bien de le dire ; On m’appellerait poule. Enfin n’en parlez pas. » La Femme, neuve sur ce cas, Ainsi que sur mainte autre affaire, Crut la chose, et promit ses grands dieux de se taire ; Mais ce serment s’évanouit Avec les ombres de la nuit. L’épouse, indiscrète et peu fine, Sort du lit quand le jour fut à peine levé ; Et de courir chez sa voisine : « Ma commère, dit-elle, un cas est arrivé ; 147 N’en dites rien surtout, car vous me feriez battre : Mon mari vient de pondre un œuf gros comme quatre. Au nom de Dieu, gardez-vous bien D’aller publier ce mystère. – Vous moquez-vous ? dit l’autre : ah ! vous ne savez guère Quelle je suis. Allez, ne craignez rien. » La femme du pondeur s’en retourne chez elle. L’autre grille déjà de conter la nouvelle : Elle va la répandre en plus de dix endroits : Au lieu d’un œuf elle en dit trois. Ce n’est pas encore tout ; car une autre commère En dit quatre, et raconte à l’oreille le fait : Précaution peu nécessaire ; Car ce n’était plus secret. Comme le nombre d’œufs, grâce à la Renommée, De bouche en bouche allait croissant, Avant la fin de la journée Ils se montaient à plus d’un cent. 148 "
0	"Le Loup plaidant contre le Renard par-devant le Singe Un Loup disait qu’on l’avait volé : Un Renard, son voisin, d’assez mauvaise vie, Pour ce prétendu vol par lui fut appelé. Devant le Singe il fut plaidé, Non point par avocats, mais par chaque partie, Thémis n’avait point travaillé, De mémoire de singe, à fait plus embrouillé. Le magistrat suait en son lit de justice. Après qu’on eut bien contesté, Répliqué, crié, tempêté, Le juge, instruit de leur malice, Leur dit : « Je vous connais de longtemps, mes amis, Et tous deux vous paierez l’amende : Car toi, Loup, tu te plains, quoiqu’on ne t’ait rien pris ; Et toi, Renard, as pris ce que l’on te demande. » Le juge prétendait qu’à tort et à travers On ne saurait manquer, condamnant un pervers. 51 "
1	"Les deux Amis Deux vrais Amis vivaient au Monomotapa : L’un ne possédait rien qui n’appartînt à l’autre : Les amis de ce pays-là Valent bien, dit-on, ceux du nôtre. Une nuit que chacun s’occupait au sommeil, Et mettait à profit l’absence du soleil, Un de nos deux Amis sort du lit en alarme ; Il court chez son intime, éveille les valets : Morphée avait touché le seuil de ce palais. L’Ami couché s’étonne ; il prend sa bourse, il s’arme, Vient trouver l’autre, et dit : « Il vous arrive peu De courir quand on dort ; vous me paraissiez homme À mieux user du temps destiné pour le somme : N’auriez-vous point perdu tout votre argent au jeu ? En voici. S’il vous est venu quelque querelle, J’ai mon épée ; allons. Vous ennuyez-vous point De coucher toujours seul ? une esclave assez belle Était à mes côtés ; voulez-vous qu’on l’appelle ? – Non, dit l’Ami, ce n’est ni l’un ni l’autre point : 159 Je vous rends grâce de ce zèle. Vous m’êtes, en dormant, un peu triste apparu ; J’ai craint qu’il ne fût vrai ; je suis vite accouru. Ce maudit songe en est la cause. » Qui d’eux aimait le mieux ? Que t’en semble, lecteur ? Cette difficulté vaut bien qu’on la propose. Qu’un ami véritable est une douce chose. Il cherche vos besoins au fond de votre cœur ; Il vous épargne la pudeur De les lui découvrir vous-même : Un songe, un rien, tout lui fait peur Quand il s’agit de ce qu’il aime. 160 "
0	"Le Mulet se vantant de sa généalogie Le Mulet d’un prélat se piquait de noblesse, Et ne parlait incessamment Que de sa mère la Jument, Dont il contait mainte prouesse. Elle avait fait ceci, puis avait été là. Son fils prétendait pour cela Qu’on le dût mettre dans l’Histoire. Il eût cru s’abaisser servant un médecin. Étant devenu vieux, on le mit au moulin ; Son père l’Âne alors lui revint en mémoire. Quand le malheur ne serait bon Qu’à mettre un sot à la raison, Toujours serait-ce à juste cause Qu’on le dit bon à quelque chose. 53 "
0	"Le Corbeau voulant imiter l’Aigle L’oiseau de Jupiter enlevant un mouton, Un corbeau, témoin de l’affaire, Et plus faible de reins, mais non pas moins glouton, En voulant sur l’heure autant faire. Il tourne à l’entour du troupeau, Marque entre cent moutons le plus gras, le plus beau, Un vrai mouton de sacrifice : On l’avait réservé pour la bouche des Dieux. Gaillard Corbeau disait, en le couvant des yeux : « Je ne sais qui fut ta nourrice ; Mais ton corps me paraît en merveilleux état : Tu me serviras de pâture » Sur l’animal bêlant à ces mots il s’abat. La moutonnière créature Pesait plus qu’un fromage, outre que sa toison Était d’une épaisseur extrême, Et mêlée à peu près de la même façon Que la barbe de Polyphème. Elle empêtra si bien les serres du Corbeau, 74 Que le pauvre animal ne put faire retraite. Le berger vient, le prend, l’encage bien et beau Le donne à ses enfants pour servir d’amusette. Il faut se mesurer ; la conséquence est nette : Mal prend aux volereaux de faire les voleurs. L’exemple est un dangereux leurre : Tous les mangeurs de gens ne sont pas grands seigneurs ; Où la guêpe a passé, le moucheron demeure. 75 "
1	"L’Âne portant des reliques Un Baudet, chargé de reliques, S’imagina qu’on l’adorait : Dans ce penser il se carrait, Recevant comme siens l’encens et les cantiques. Quelqu’un vit l’erreur, et lui dit : « Maître Baudet, ôtez-vous de l’esprit Une vanité si folle. Ce n’est pas vous, c’est l’Idole À qui cet honneur se rend, Et que la gloire en est due. » D’un magister ignorant C’est la robe qu’on salue. 28 "
1	"Le Bassa et le Marchand Un marchand grec en certaine contrée Faisait trafic. Un Bassa l’appuyait ; De quoi le Grec en bassa le payait, Non en marchand : tant c’est chère denrée Qu’un protecteur ! Celui-ci coûtait tant, Que notre Grec s’allait partout plaignant. Trois autres Turcs, d’un rang moindre en puissance, Lui vont offrir leur support en commun. Eux trois voulaient moins de reconnaissance Qu’à ce Marchand il n’en coûtait pour un. Le Grec écoute ; avec eux il s’engage ; Et le Bassa du tout est averti : Même on lui dit qu’il jouera, s’il est sage, À ces gens-là quelque méchant parti, Les prévenant, les chargeant d’un message Pour Mahomet, droit en son paradis, Et sans tarder ; sinon, ces gens unis Le préviendront, bien certains qu’à la ronde Il a des gens tout prêts pour le venger : 179 Quelque poison l’enverra protéger Les trafiquants qui sont en l’autre monde. Sur cet avis le Turc se comporta Comme Alexandre ; et, plein de confiance, Chez le marchand tout droit il s’en alla, Se mit à table. On vit tant d’assurance En ces discours et dans tout son maintien, Qu’on ne crut point qu’il se doutât de rien. « Ami, dit-il, je sais que tu me quittes ; Même l’on veut que j’en craigne les suites ; Mais je te crois un trop homme de bien ; Tu n’as point l’air d’un donneur de breuvage. Je n’en dis pas là-dessus davantage. Quant à ces gens qui pensent t’appuyer, Écoute-moi : sans tant de dialogue, Et de raisons qui pourraient t’ennuyer, Je ne te veux conter qu’un apologue. Il était un Berger, son Chien, et son troupeau. Quelqu’un lui demanda ce qu’il prétendait faire D’un dogue de qui l’ordinaire Était un pain entier. Il fallait bien et beau 180 Donner cet animal au seigneur du village. Lui, berger, pour plus de ménage Aurait deux ou trois mâtineaux ; Qui, lui dépensant moins, veilleraient aux troupeaux Bien mieux que cette bête seule. Il mangeait plus que trois ; mais on ne disait pas Qu’il avait aussi triple gueule Quand les loups livraient des combats. Le Berger s’en défait ; il prend trois chiens de taille À lui dépenser moins, mais à fuir la bataille. Le troupeau s’en sentit, et tu te sentiras Du choix de semblable canaille. Si tu fais bien, tu reviendras à moi. » Le Grec le crut. Ceci montre aux provinces Que, tout compté, mieux vaut en bonne foi, S’abandonner à quelque puissant roi, Que s’appuyer de plusieurs petits princes. 181 "
1	"Le Satyre et le Passant Au fond d’un antre sauvage, Un Satyre et ses enfants Allaient manger leur potage Et prendre l’écuelle aux dents. On les eût vus sur la mousse Lui, sa femme, et maint petit : Ils n’avaient tapis ni housse, Mais tous fort bon appétit. Pour se sauver de la pluie, Entre un Passant morfondu. Au brouet on le convie : Il n’était pas attendu. Son hôte n’eut pas la peine De le semondre deux fois. D’abord avec son haleine Il se réchauffe les doigts ; 18 Puis sur le mets qu’on lui donne, Délicat, il souffle aussi. Le Satyre s’en étonne : « Notre hôte, à quoi bon ceci ? – L’un refroidit mon potage ; L’autre réchauffe ma main. – Vous pouvez, dit le Sauvage, Reprendre votre chemin. Ne plaise aux Dieux que je couche Avec vous sous même toit ! Arrière ceux dont la bouche Souffle le chaud et le froid ! 19 "
1	"Le Vieillard et ses Enfants Toute puissance est faible, à moins que d’être unie. Écoutez là-dessus l’esclave de Phrygie. Si j’ajoute du mien à son invention, C’est pour peindre nos mœurs, et non point par envie ; Je suis trop au-dessous de cette ambition. Phèdre enchérit souvent par un motif de gloire ; Pour moi, de tels pensers me seraient mal séants. Mais venons à la fable ou plutôt à l’histoire De celui qui tâcha d’unir tous ses enfants. Un Vieillard prêt d’aller où la mort l’appelait : « Mes chers enfants, dit-il (à ses fils, il parlait), Voyez si vous romprez ces dards liés ensemble ; Je vous expliquerai le nœud qui les assemble. » L’aîné les ayant pris, et fait tous ses efforts, Les rendit, en disant : « Je le donne aux plus forts. » Un second lui succède, et se met en posture ; Mais en vain. Un cadet tente aussi l’aventure. Tous perdirent leur temps ; le faisceau résista ; 166 De ces dards joints ensemble un seul ne s’éclata. « Faibles gens ! dit le père, il faut que je vous montre Ce que ma force peut en semblable rencontre. » On crut qu’il se moquait ; on sourit, mais à tort. Il sépare les dards, et les rompt sans effort. « Vous voyez, reprit-il, l’effet de la concorde : Soyez joints, mes enfants, que l’amour vous accorde. » Tant que dura son mal, il n’eut autre discours. Enfin se sentant prêt de terminer ses jours : « Mes chers enfants, dit-il, je vais où sont nos pères. Adieu, promettez-moi de vivre comme frères ; Que j’obtienne de vous cette grâce en mourant. » Chacun de ses trois fils l’en assure en pleurant. Il prend à tous les mains ; il meurt ; et les trois frères Trouvent un bien fort grand, mais fort mêlé d’affaires. Un créancier saisit, un voisin fait procès. D’abord notre trio s’en tire avec succès. Leur amitié fut courte autant qu’elle était rare. Le sang les avait joints, l’intérêt les sépare. L’ambition, l’envie, avec les consultants, Dans la succession entrent en même temps. 167 On en vient au partage, on conteste, on chicane ; Le juge sur cent points tour à tour les condamne. Créanciers et voisins reviennent aussitôt ; Ceux-là sur une erreur, ceux-ci sur un défaut. Les frères désunis sont tous d’avis contraire : L’un veut s’accommoder, l’autre n’en veut rien faire. Tous perdirent leur bien, et voulurent trop tard Profiter de ces dards unis et pris à part. 168 "
0	"Le Combat des Rats et des Belettes La nation des Belettes, Non plus que celle des Chats, Ne veut aucun bien aux Rats ; Et, sans les portes étroites De leurs habitations, L’animal à longue échine En ferait, je m’imagine, De grandes destructions. Or une certaine année Qu’il en était à foison, Leur roi, nommé Ratapon, Mit en campagne une armée. Les Belettes, de leur part, Déployèrent l’étendard. Si l’on croit la renommée, La victoire balança : Plus d’un guéret s’engraissa Du sang de plus d’une bande. Mais la perte la plus grande 141 Tomba presque en tous endroits Sur le peuple souriquois. Sa déroute fut entière, Quoi que pût faire Artarpax, Psicarpax, Méridarpax, Qui, tout couverts de poussière, Soutinrent assez longtemps Les efforts des combattants. Leur résistance fut vaine : Il fallut céder au sort : Chacun s’enfuit au plus fort, Tant soldat que capitaine. Les princes périrent tous. La racaille, dans des trous Trouvant sa retraite prête, Se sauva sans grand travail. Mais les seigneurs sur leur tête Ayant chacun un plumail, Des cornes ou des aigrettes, Soit comme marques d’honneur, Soit afin que les Belettes 142 En conçussent plus de peur, Cela causa leur malheur. Trou, ni fente, ni crevasse Ne fut large assez pour eux, Au lieu que la populace Entrait dans les moindres creux. La principale jonchée Fut donc des principaux Rats. Une tête empanachée N’est pas petit embarras. Le trop superbe équipage Peut souvent en un passage Causer du retardement. Les petits, en toute affaire Esquivent fort aisément ; Les grands ne le peuvent faire. 143 "
0	"Les Animaux malades de la peste Un mal qui répand la terreur, Mal que le Ciel en sa fureur Inventa pour punir les crimes de la terre, La Peste (puisqu’il faut l’appeler par son nom), Capable d’enrichir en un jour l’Achéron, Faisait aux Animaux la guerre. Ils ne mouraient pas tous, mais tous étaient frappés : On n’en voyait point d’occupés À chercher le soutien d’une mourante vie ; Nul mets n’excitait leur envie ; Ni Loups ni Renards n’épiaient La douce et l’innocente proie ; Les Tourterelles se fuyaient : Plus d’amour, partant plus de joie. Le Lion tint conseil, et dit : « Mes chers amis, Je crois que le Ciel a permis Pour nos péchés cette infortune. Que le plus coupable de nous Se sacrifie aux traits du céleste courroux ; 82 Peut-être il obtiendra la guérison commune. L’histoire nous apprend qu’en de tels accidents On fait de pareils dévouements. Ne nous flattons donc point, voyons sans indulgence L’état de notre conscience. Pour moi, satisfaisant mes appétits gloutons, J’ai dévoré force moutons. Que m’avaient-ils fait ? nulle offense ; Même il m’est arrivé quelquefois de manger Le berger. Je me dévouerai donc, s’il le faut ; mais je pense Qu’il est bon que chacun s’accuse ainsi que moi ; Car on doit souhaiter, selon toute justice, Que le plus coupable périsse. – Sire, dit le Renard, vous êtes trop bon roi ; Vos scrupules font voir trop de délicatesse. Et bien ! manger moutons, canaille, sotte espèce, Est-ce un péché ? Non, non. Vous leur fîtes, Seigneur, En les croquant, beaucoup d’honneur ; Et quant au berger, l’on peut dire Qu’il était digne de tous maux, 83 Étant de ces gens-là qui sur les animaux Se font un chimérique empire. » Ainsi dit le Renard ; et flatteurs d’applaudir. On n’osa trop approfondir Du Tigre, ni de l’Ours, ni des autres puissances, Les moins pardonnables offenses. Tous les gens querelleurs, jusqu’aux simples Mâtins, Au dire de chacun, étaient de petits saints. L’Âne vint à son tour, et dit : « J’ai souvenance Qu’en un pré de moines passant, La faim, l’occasion, l’herbe tendre, et je pense Quelque diable aussi me poussant, Je tondis de ce pré la largeur de ma langue ; Je n’en avais nul droit, puisqu’il faut parler net. » À ces mots, on cria haro sur le baudet. Un Loup quelque peu clerc, prouva par sa harangue Qu’il fallait dévouer ce maudit animal, Ce pelé, ce galeux, d’où venait tout leur mal. Sa peccadille fut jugée un cas pendable. Manger l’herbe d’autrui ! quel crime abominable ! Rien que la mort n’était capable 84 D’expier son forfait. On le lui fit bien voir. Selon que vous serez puissant ou misérable, Les jugements de cour vous rendront blanc ou noir. 85 "
